emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31
0.6750882,-0.06560529,0.5706115,0.5011987,-0.823611,-0.3095929,0.25279573,0.27406576,-0.3908168,0.17113695,0.08460159,0.63215065,0.13645068,-0.50618094,0.0039971303,0.6415665,-0.14404929,0.03447301,-0.7286596,0.577089,-0.08163123,0.30642572,0.24149354,-0.29424554,0.5599984,0.2738077,-0.23407105,-0.43873686,-0.52018815,0.4020357,-0.19340008,-0.06422913
0.47107735,-0.45119184,0.37800336,0.12975681,-0.8800743,-0.55322474,0.3940592,0.3855016,-0.18284188,-0.067283474,-0.40417123,0.60659826,-0.33020106,-0.6240223,-0.04927757,0.7777686,-0.2213288,0.12959191,-1.1954775,0.56183183,0.050579205,0.16913909,-0.11047781,0.07954689,0.25701585,0.24770217,-0.5040642,-0.4745538,-0.3923371,0.5908411,-0.19872217,-0.22139014
0.63873154,-0.23798111,0.3149465,0.3987573,-0.5868911,-0.082916826,0.081503384,0.35362926,-0.42319968,-0.029549558,0.07038428,0.29160342,0.2928322,-0.23917289,-0.08136871,0.33583108,-0.5664325,-0.20103148,-1.1826342,0.45020637,-0.23029277,0.9100101,0.48173228,0.21345417,0.6208652,0.5932543,-0.11316861,-0.43519875,-0.24604917,0.24827754,-0.62864083,-0.24870296
0.20110032,-0.069829054,0.35568097,0.36687008,-0.704147,-0.46534154,-0.06592472,0.5493737,0.25733343,0.012220597,0.38234824,-0.027940229,0.11790785,-0.28343368,-0.26255742,0.095688514,-0.51206446,0.3946183,-0.52520525,0.24703066,0.60374165,-0.18946312,0.49136382,-0.2519385,0.39292023,0.18226089,-0.20332557,0.24144357,-0.07476212,0.80655,0.052548274,-0.11893086
0.5983527,-0.27483678,0.5953549,0.22170013,-0.35097715,0.17513457,0.35837153,0.3778935,-0.60222083,0.25160518,0.22857231,0.5231024,0.061638676,-0.73780787,-0.020810029,0.24578005,-0.2146748,0.11965815,-1.0479496,0.30690658,0.103110746,0.90857047,0.36765578,-0.17474489,0.36786422,0.6893636,-0.15721877,-0.22341815,-0.4655016,0.23815276,-0.32800972,0.028514829
0.6563123,-0.6094185,0.4593271,0.12289158,-0.33898363,-0.2538335,0.046011884,0.33435357,-0.7061496,-0.12865728,-0.046704315,0.27582985,0.018815745,-0.50130564,0.0099615585,0.23224604,-0.28117585,-0.088420525,-1.4342808,0.1710094,-0.21203433,0.9227119,0.5080962,0.39642018,0.604135,1.0019317,-0.05335985,-0.7466711,-0.22173123,0.09970506,-0.56626385,-0.01615401
0.251635,-0.5018659,0.4316724,0.022262737,-0.9218519,-0.5361802,0.39982027,0.4099735,-0.12099052,-0.3258759,-0.42404616,0.49753806,-0.1359998,-0.71544296,-0.02699456,0.5678734,-0.41456243,0.40858898,-1.3376749,0.46025413,0.20405571,0.43564364,-0.3785379,0.10123929,0.10045039,-0.04942564,-0.76165307,-0.24901299,-0.06236984,0.34102222,-0.07759733,-0.16474292
0.4101337,-0.6583617,0.41984323,-0.22914554,-0.028607372,-0.23382808,-0.065719455,0.291202,-0.5977999,-0.41981664,-0.19417222,0.44011492,-0.035638765,-0.50378686,-0.1786166,0.05348476,-0.20229335,-0.03129702,-1.066059,-0.19090903,0.009283287,0.6278322,0.50131816,0.4559036,0.21058764,0.88347656,-0.10832239,-0.5706431,-0.054660928,0.11558156,-0.45356128,-0.038745284
0.19686607,-0.30984822,0.21899061,0.22047569,-0.49676475,-0.30991605,0.23803745,0.21657991,-0.17811841,-0.03658653,-0.18366836,0.24815254,-0.09478462,-0.5597437,0.12941587,0.34720284,-0.18351802,0.102321714,-0.85763305,0.31402987,-0.05218719,0.26248875,0.2409559,-0.026611727,0.36513495,0.44005272,-0.27287346,-0.21341346,-0.07604453,0.43774536,-0.2829023,-0.097162105
0.21829863,-0.36445093,0.29482904,0.23237957,-0.46541616,-0.35074764,0.3096696,0.1553766,-0.17567635,-0.024743134,-0.2283549,0.17741497,-0.06568918,-0.50448185,0.08261682,0.32316467,-0.2642601,0.05234776,-0.9728543,0.33484668,-0.1488511,0.29854494,0.13801879,0.018072428,0.33551916,0.41458315,-0.30960062,-0.22371303,-0.1156611,0.38960776,-0.2344213,-0.022033041
0.6944071,-0.08233541,0.024438178,0.18248358,-0.4788405,-0.33494425,0.11982061,0.6905085,-0.32944098,-0.31994268,0.16497512,0.3750021,-0.055154964,-0.5987042,0.14506388,0.005769511,-0.2661219,0.017850732,-0.4227003,0.14884378,0.39318937,-0.042843737,0.4699327,-0.078784764,0.36488336,1.0194309,-0.13014969,-0.2560369,-0.037829522,0.7429925,-0.46466297,-0.26399094
0.30483595,-0.23084682,0.45743105,0.2635829,0.004838924,-0.6432615,-0.30284873,-0.6670609,0.01277217,-0.24749523,0.30604658,-0.1805101,0.27227908,-0.084639065,-0.81924725,0.43590572,-0.36549252,0.8901547,-0.29069874,1.0541295,-0.54979163,-0.632584,-0.35792384,-0.9635989,0.016257586,0.33896613,0.031813692,0.006590251,-0.6490539,0.8566473,-0.18130541,-0.29011613
0.3776189,0.037692778,0.101200946,0.22215906,-0.36561272,-0.20881514,0.41837582,0.81224126,0.16143471,-0.47922313,-0.27613494,0.25288558,-0.16804402,-0.4575083,-0.14080188,0.4145474,-0.40842196,0.32859516,-0.7125427,0.25147578,0.2701214,0.079578325,0.18482423,-0.110025845,-0.10247538,0.43995488,-0.5167485,-0.12440011,-0.1456695,0.98968506,-0.6084893,-0.097397
0.019695546,-0.0021751844,0.07801903,-0.015183432,0.0038160116,-0.113024384,-0.010740703,0.023196803,-0.026624227,-0.062624425,-0.0272857,0.07487604,0.05397179,-0.09335085,-0.05321028,0.016290605,-0.09705575,0.047318023,-0.1385158,0.10358812,-0.010046355,-0.0025833976,0.058729075,-0.031736445,-0.006446315,0.16623694,-0.030682968,-0.042767998,0.06721533,0.022827225,0.030347623,-0.021175738
0.54920137,-0.2328214,0.14000863,0.25214493,-0.32877868,-0.3874381,0.7300424,0.73419887,0.2276991,-0.4264939,-0.41519505,0.29242924,-0.45064375,-0.42397004,-0.08511481,0.31564644,-0.64883417,0.29482424,-1.23325,0.26269206,0.20639056,0.71957415,0.0571603,-0.0009302924,-0.157396,0.8091816,-0.8712247,-0.3591465,-0.10960933,0.7372834,-0.8001489,0.22011195
-0.051573984,0.08056907,0.49207193,0.3053028,-0.92527276,-0.53409904,0.15430073,0.5411943,-0.007277994,-0.01324317,0.018150967,-0.0047728727,0.21010295,-0.43153563,-0.16371788,0.20661275,-0.38700676,0.67662364,-0.24462177,0.13117257,0.4975547,-0.250518,0.1283217,-0.51314574,0.28883612,0.54439443,-0.012544673,0.47137454,-0.2107445,0.57433075,-0.4356862,-0.054579485
0.6050051,-0.2950345,-0.05018486,0.06108482,-0.45809162,-0.41281897,0.113686115,0.4967401,-0.30068532,-0.24777251,0.0718699,0.45012566,-0.24298385,-0.7020378,0.091753535,-0.12606698,-0.15568367,-0.07747122,-0.5823759,0.0673292,0.3099107,0.1525842,0.5314688,0.026343888,0.4506676,1.1822082,-0.16253577,-0.2961202,0.0013320256,0.59835625,-0.48522478,-0.21012314
0.21303168,-0.501702,0.37180576,-0.029683555,-0.1273879,-0.31093657,0.087413,0.13896154,-0.2898881,-0.32950512,-0.27787042,0.40463004,-0.09010075,-0.5089909,-0.2072969,0.046481013,-0.1841789,0.0036540767,-0.93832684,-0.037313074,-0.075959794,0.4567202,0.27027193,0.17705524,0.1461034,0.6246436,-0.19600148,-0.38024577,0.062866926,0.19771667,-0.36303785,-0.03335143
0.30231076,-0.21376109,0.8172001,0.8475744,-0.61668783,-0.41247663,-0.18113777,0.20327392,-0.24565183,-0.15746768,-0.10976304,-0.0051515396,0.25035834,-0.27569047,0.46628648,0.75304157,-0.24154925,0.2673466,-0.88044786,0.21701117,0.09266594,-0.20158495,0.4186458,-0.49216548,0.42590463,0.08290351,-0.102140605,-0.10591063,-0.21870396,0.73723847,-0.4104022,0.19373934
-0.15685144,-0.44577944,0.5744936,0.15683894,-0.5755961,-0.24217539,0.17481475,-0.066809416,-0.22827272,0.33423963,-0.110427886,0.46660733,-0.23271352,-0.6307887,-0.081575744,0.55412453,-0.4639247,-0.04711558,-0.78013635,0.29754207,-0.12843494,0.48433003,0.614197,-0.20259567,0.34488723,0.3763107,-0.63018274,0.031346977,-0.14236273,0.5882458,-0.19438474,-0.06886119
-0.023274576,-0.34791842,0.38649395,0.109965324,-0.465684,-0.1567967,0.1843741,-0.1371301,-0.28757307,-0.07706742,0.07559637,0.13295649,0.33612403,-0.8985174,0.03077213,0.37534508,-0.37441713,0.27979776,-0.93919927,0.23347421,-0.1598266,0.35106552,0.14175232,-0.13829774,0.67282885,0.18308994,-0.44982287,0.09777456,0.037080523,0.44104204,-0.20005174,-0.13173974
0.8824659,-0.39490467,0.036063306,0.21078286,-0.37142178,-0.43359157,0.7670267,0.6970385,0.1471339,-0.33115712,-0.40571752,0.37432167,-0.510701,-0.8083027,-0.083421595,0.4882354,-0.5868872,-0.010587673,-1.0199864,0.36846808,0.04400637,0.32714623,0.19127761,0.14500964,0.06542768,0.9220896,-0.99609774,-0.41655728,-0.19924702,0.9361639,-0.9121013,0.041924063
