emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31
0.19854738,-0.5348427,0.7892526,-0.17538188,-0.17040107,-0.30094945,-0.62333024,0.4787623,0.35572046,-0.3823918,0.6338602,0.24970989,-0.2653307,0.006176758,0.23375787,0.7417043,-0.47473994,-0.087067775,-0.34867018,0.43272716,0.059561968,0.17403564,0.2238373,-0.08239167,-0.4750801,0.89467657,0.23484014,-0.13516052,-0.23148584,0.65702486,-0.4879896,0.20278308
-0.07191979,-0.4488703,0.63342994,-0.21885252,-0.026366003,-0.026302302,-0.9204312,0.7407309,0.23459977,-0.44478822,0.6546314,0.2587344,-0.3389897,-0.19653924,0.27363464,0.89502245,-0.69505775,-0.24480876,-0.69567937,0.5230623,-0.0035243712,0.36076292,0.06513357,-0.30083272,-0.5021812,1.0556761,0.22264364,-0.030828955,-0.31716812,0.9932244,-0.66744065,0.38354588
0.27629474,-1.053138,0.20517208,0.0355242,-0.7664787,-0.10619033,-0.4920583,0.023060203,0.21798536,-0.21788076,0.25255567,0.16209123,0.38264763,0.17300138,-0.11173033,0.2537982,-0.44641444,-0.14721292,-0.11092311,0.16913135,-0.28607038,0.30988348,-0.03131603,-0.050074197,0.049803283,0.058182225,0.30127767,-0.4347423,-0.21103494,0.16651015,-0.749494,-0.39433894
0.009591682,-0.5041045,0.6208303,-0.1270951,0.13486883,-0.032961145,-0.9424061,0.8054053,0.30035913,-0.3456937,0.6237523,0.27643877,-0.21883646,-0.044729885,0.27337503,0.85563076,-0.8284637,-0.29203868,-0.77318007,0.4605515,0.062282864,0.21213649,0.22648874,-0.37106162,-0.44642305,0.79456526,0.20964077,-0.08037262,-0.41660625,1.0429664,-0.61637044,0.33057177
-0.12746277,-0.34109712,0.46796522,-0.27954113,0.34248626,-0.021713255,-1.095874,0.750774,0.07015059,-0.22632687,0.35904816,0.28915974,-0.1622389,-0.050284524,0.03357802,0.9531319,-0.76928496,-0.41833764,-0.99422807,0.5658269,0.16521195,0.21216317,0.04940115,-0.5283195,-0.47200277,0.83113396,0.12828459,-0.11740518,-0.5147719,1.1625779,-0.75855035,0.29157546
-0.28404003,-0.05201356,0.20266734,-0.09904033,0.42923516,-0.17946249,-0.9104211,0.29179758,-0.22540951,0.16218095,-0.027442347,0.046275843,-0.09181829,-0.09938701,-0.08518914,0.6284829,-0.5319276,-0.3520534,-1.1545595,0.56635815,-0.016253406,0.11004806,-0.17974706,-0.5251486,-0.13681021,0.30809072,0.012119213,-0.11620181,-0.35086402,0.8368662,-0.7267641,0.23101626
-0.0023082325,-0.43823835,0.5060918,-0.1793082,-0.12951559,-0.20265631,-0.5777299,0.5027208,0.37479326,-0.24802448,0.37203747,0.12141204,-0.21212737,0.0940402,0.20521416,0.6239031,-0.40091905,-0.18763702,-0.2048148,0.22507569,0.07232118,0.15505587,0.10443788,-0.09221766,-0.33846098,0.5872528,0.017865993,-0.16548009,-0.22295527,0.58059067,-0.36966717,0.18451135
0.20453577,-0.42112523,0.30212402,-0.4262978,-0.022479797,-0.48343173,-0.8764458,0.53768724,0.20014131,0.21203302,0.008124418,0.07807387,-0.21055308,0.2961247,0.12926191,0.8838536,-0.709454,-0.7233918,-0.4202304,0.52414155,0.5995321,-0.06127386,0.00047347735,-0.09906671,-0.24641751,0.23220277,-0.3884463,-0.26286507,-0.5278933,0.7774856,-0.84261245,0.22436288
0.539804,-0.7578065,0.60922706,0.0727603,-0.77413034,-0.7548846,-0.017096912,-0.5479229,0.5430259,0.0071147275,0.7847256,-0.2042603,-0.056176122,-0.13599737,0.19768246,0.49310872,-0.15336607,0.048091073,0.10279752,-0.11102325,-0.59716815,0.26361284,-0.53432685,-0.11545971,-0.15982348,0.0058021327,0.26989517,-0.7276037,-0.15224597,-0.38784826,-0.28691489,0.07522347
-0.12295436,-0.40554002,0.40516672,-0.027690293,-0.05840988,-0.13457277,-0.48775008,0.13530037,0.0033950126,0.05568348,0.17356117,0.123042926,0.020040862,-0.23988244,0.1147054,0.42520216,-0.3042914,-0.24626692,-0.53462523,0.2506766,-0.20401585,0.14477788,-0.013873568,-0.2575805,-0.12744701,0.100570716,-0.06168355,-0.09761384,-0.30351445,0.5179466,-0.41037667,0.0044331616
