1	4
1	7
1	278
1	30
1	29
1	277
1	74
3	322
3	321
3	1
3	7
3	9
3	22
3	15
3	21
3	238
3	17
4	1
4	7
5	29
7	19
7	1
7	9
7	22
7	21
7	5
9	1
9	15
10	9
10	15
10	26
11	9
12	7
12	26
14	26
15	9
17	26
18	26
19	9
19	5
21	9
22	7
22	9
22	29
22	21
24	26
25	7
27	26
28	26
31	47
31	227
31	11
31	7
31	71
31	25
31	34
31	21
31	32
31	33
33	47
33	11
33	43
33	321
33	7
33	41
33	31
33	39
33	25
33	21
33	35
33	74
33	48
33	38
34	47
34	321
34	36
34	31
34	39
34	32
34	49
35	37
35	38
36	47
36	46
36	321
36	39
36	35
36	40
38	321
38	37
39	47
39	36
39	35
39	38
39	40
40	37
41	36
41	238
41	48
42	11
42	45
42	9
42	21
43	47
43	11
43	46
43	36
43	9
43	44
43	39
43	48
44	47
44	11
44	1
44	278
44	9
44	21
44	318
44	48
44	42
44	38
45	11
45	2
45	9
45	42
46	47
46	36
46	9
46	39
46	48
47	36
47	9
47	324
47	39
47	35
47	49
47	238
47	33
47	48
48	47
48	36
48	9
48	324
48	39
48	238
48	38
49	36
49	1
49	7
49	31
49	9
49	15
49	71
49	324
49	39
49	222
49	34
49	21
49	74
49	238
49	325
49	60
49	33
50	11
50	56
50	78
51	65
51	63
51	50
51	1
51	7
51	262
51	78
51	21
51	55
51	256
51	54
52	20
52	79
52	253
52	21
52	248
52	60
53	71
53	21
54	11
54	56
54	250
54	260
54	71
54	53
54	21
54	55
54	256
54	254
54	259
55	21
56	11
56	1
56	9
56	30
57	20
57	68
57	253
57	21
57	60
60	227
60	20
60	57
60	62
60	50
60	52
60	280
60	76
60	7
60	75
60	53
60	72
60	25
60	55
60	251
60	61
60	73
60	249
60	51
60	11
60	64
60	78
60	71
60	21
60	70
60	67
60	74
60	266
60	66
61	60
61	11
61	264
61	71
61	21
61	266
62	251
62	26
62	60
62	71
62	21
63	255
63	55
63	21
63	256
63	254
64	257
64	60
64	21
65	55
65	21
66	60
66	258
66	21
67	280
67	26
67	60
67	71
67	21
68	20
68	56
68	321
68	11
69	20
70	11
70	21
71	21
72	60
72	51
72	11
72	71
72	21
72	259
73	7
73	25
73	60
73	21
73	261
74	1
74	7
74	25
74	55
74	60
74	51
74	217
75	263
75	60
75	11
75	21
76	7
76	262
76	60
76	21
77	26
78	20
78	68
78	56
78	11
78	9
79	20
79	57
79	52
79	7
79	60
79	71
79	21
80	20
80	1
80	210
80	15
80	81
80	11
80	9
80	21
81	26
82	20
82	321
82	15
82	11
82	9
82	27
84	15
84	88
85	27
86	15
86	9
87	91
88	15
89	15
89	88
90	15
90	88
91	20
91	210
91	15
91	11
91	9
91	83
91	85
91	27
91	86
92	321
92	90
92	89
92	15
92	214
92	10
92	9
92	28
92	21
92	88
92	84
93	1
93	94
93	139
93	140
94	140
95	104
95	99
96	1
96	7
96	98
96	218
97	220
97	7
97	98
97	99
97	9
97	21
98	95
98	97
98	1
98	4
98	99
98	9
98	96
98	22
98	221
98	105
98	21
98	5
99	95
99	1
99	15
99	222
99	104
100	1
100	7
100	102
100	218
101	220
101	7
101	102
101	99
101	9
101	21
102	95
102	101
102	1
102	100
102	4
102	99
102	103
102	9
102	22
102	221
102	21
102	5
103	95
103	7
103	226
103	102
103	104
103	26
103	99
103	9
104	95
104	224
104	15
104	99
104	9
105	95
105	7
105	226
105	26
105	98
105	99
105	9
106	1
106	108
107	1
107	7
107	15
107	108
107	9
108	1
108	15
108	3
108	9
109	1
109	107
109	106
110	321
110	1
110	7
110	318
110	4
110	326
110	111
111	220
111	1
111	7
111	222
111	4
111	110
111	9
111	22
111	221
111	21
111	5
112	114
112	1
112	7
112	318
112	218
113	114
113	236
113	115
113	9
113	221
113	21
114	1
114	112
114	4
114	113
114	115
114	9
114	22
114	21
114	117
114	237
114	5
115	1
