name,vector_0,vector_1,vector_2,vector_3,vector_4,vector_5,vector_6,vector_7,vector_8,vector_9,vector_10,vector_11,vector_12,vector_13,vector_14,vector_15,vector_16,vector_17,vector_18,vector_19,vector_20,vector_21,vector_22,vector_23,vector_24,vector_25,vector_26,vector_27,vector_28,vector_29
MemberReference,-0.3739385,-0.15377387,0.15966204,0.02459525,0.028095681,-0.41752604,0.11982184,-0.23286572,-0.3327276,-0.08198786,-0.121275336,-0.051709227,0.0021269124,-0.1612891,-0.35191074,0.48360094,-0.17702235,0.49533784,0.027526464,0.14922412,-0.1678712,0.33423606,0.23609363,0.6259237,0.5493589,0.11909507,0.12057803,0.47398636,0.6828542,0.5843015,
ReferenceType,-0.40854743,-0.02134035,0.27967003,-0.17963834,0.40740064,-0.84933096,-0.4492783,-0.19119963,-0.52068835,0.3988854,-0.58903736,-0.20486762,-0.112313814,0.48446238,-0.024947051,0.09559458,-0.054528177,-0.22954053,0.051498596,0.25944033,0.4000289,-0.20969947,0.3064511,-0.058055047,0.3536169,0.035707623,0.28960437,0.24353528,-0.13810594,0.48869365,
StatementExpression,-0.30164933,-0.045629956,-0.19069725,0.17808448,0.11483564,-0.17884196,0.45502472,-0.46092746,-0.7794877,0.18499358,-0.2918916,0.28381044,-0.088093854,-0.34437686,-0.35488588,0.49318954,0.016118586,0.07499761,-0.23551272,-0.14144573,0.25060993,0.3693502,0.14302135,0.35766736,0.6118726,-0.24097644,0.030635677,0.54817444,0.2036498,0.38388622,
BasicType,-0.20881784,-0.024581578,0.47815162,-0.036099765,-0.19592072,-0.6005677,0.119914785,-0.15955375,0.0767657,-0.19625565,0.06632826,-0.2995572,-0.079783075,0.10525789,-0.11395482,0.111855656,-0.17868057,-0.19093719,-0.03329007,0.18841484,0.15053412,0.16492763,0.4572994,0.6976846,0.31930193,0.40942907,0.34046364,0.4433406,0.48502976,0.79869443,
VariableDeclarator,-0.28718397,-0.4468154,0.004202808,0.18145502,0.099456035,-0.2981892,-0.16592824,-0.20451371,-0.19867945,0.31179056,-0.23564294,-0.088429235,-0.1550837,-0.2432695,-0.07870918,0.14449732,-0.29208368,-0.26793537,0.47300863,-0.05349096,0.33544648,0.27007508,0.57607126,0.5742819,0.7336451,0.29664925,0.3334097,0.52212495,0.24633092,0.57290506,
IfStatement,-0.3675486,-0.1822057,0.102194756,0.20116934,0.03895507,-0.25039452,-0.1627841,-0.73127145,-0.4438354,-0.0628022,-0.19022684,0.1433233,-0.13572545,-0.29354376,-0.12237309,0.5122493,-0.20471168,0.6432812,-0.31022432,0.2835184,-0.2254322,0.35684538,-0.116702646,0.5459283,0.6462471,0.09116655,0.2124802,0.6157482,0.50377625,0.72246045,
ReturnStatement,-0.19047529,0.42446515,0.16727649,-0.19354555,-0.051656276,-0.6553945,-0.087226786,-0.26190758,-0.23586023,-0.0049038017,-0.05867142,0.009434339,-0.22288814,-0.120561965,0.0907321,0.23550703,-0.1541628,0.17502244,-0.333748,0.5882608,0.063043006,0.29277426,-0.11368761,0.22767828,0.7308461,0.30212307,0.24651332,0.68668526,0.31941175,0.55520827,
BlockStatement,-0.39264846,-0.12620927,-0.1109322,0.2434699,0.25364396,-0.45601422,0.11979451,-0.8534415,-0.7568999,0.10072793,-0.19828646,-0.12841117,-0.19496296,-0.3779975,0.078890644,0.2976703,-0.12141633,0.3151679,0.22664842,0.1958314,-0.099416204,0.26281556,0.11439066,0.6025784,1.0015374,0.053392977,0.024151271,0.4796448,0.3664482,0.7835474,
BreakStatement,-1.3932027,-0.5079367,0.05773605,1.7266653,0.055263862,-0.49605858,0.38107753,-1.51224,-0.49609795,0.66368467,-0.1592807,0.5615715,-0.052243307,-0.37992382,-0.06689971,1.4485676,-0.07588364,0.06058343,-0.66809726,0.6863938,-0.17755207,-0.06897405,-0.11585358,1.5728317,0.8642621,0.18778993,0.28640217,0.22066927,0.8502396,0.25641283,
SwitchStatementCase,-1.2715484,-0.56568325,-0.280035,1.5717583,-0.15330955,-0.41906157,0.05981545,-1.2829471,-0.28562492,1.1076015,-0.45613712,0.42208275,0.29199126,-0.23609972,-0.12016023,1.6040125,-0.01714369,-0.33075753,-0.8393288,0.83840317,0.17641789,0.01602739,0.010280412,1.6770377,0.8357672,0.20279513,0.4164584,0.17575344,0.9906064,0.02687421,
