0	38
0	86
0	49
0	39
0	172
0	52
0	36
0	51
0	170
0	183
0	53
0	50
0	104
0	63
0	1
1	34
1	36
2	9
2	6
3	2
4	3
4	204
4	36
4	8
4	10
4	0
4	5
4	13
4	1
4	7
6	9
8	6
10	9
10	6
11	197
12	86
12	61
12	49
12	36
12	51
12	53
12	60
12	50
12	0
12	63
12	64
13	86
13	61
13	49
13	36
13	51
13	60
13	50
13	0
14	20
14	41
14	22
14	19
14	21
14	202
14	36
14	18
14	15
14	63
16	15
17	38
17	209
17	14
17	36
17	16
17	15
17	63
17	200
18	15
19	209
19	36
19	15
20	15
21	15
22	15
23	25
24	25
25	22
25	86
25	204
25	202
25	63
26	25
27	25
28	86
28	204
28	202
28	18
28	63
29	18
30	209
31	20
31	202
31	63
32	209
32	30
32	19
32	202
32	36
32	50
32	63
33	36
34	41
34	40
34	14
34	36
35	38
35	172
35	14
35	36
35	210
37	38
37	86
37	36
37	35
37	197
37	63
38	41
38	42
38	36
38	43
39	38
39	41
39	40
39	172
39	14
39	42
39	36
39	210
40	41
40	172
40	14
40	42
40	210
41	14
42	172
42	210
43	38
43	36
44	163
44	38
44	86
44	49
44	53
44	35
44	63
44	149
45	204
47	53
48	53
49	86
49	53
49	46
50	209
50	110
50	53
50	104
50	46
51	53
52	53
52	104
52	46
53	200
54	200
56	105
56	63
57	105
57	86
57	203
57	56
57	102
57	63
58	38
58	49
58	51
58	50
59	69
59	51
59	170
59	60
59	50
59	0
59	171
59	104
59	64
61	105
61	20
61	38
61	163
61	22
61	86
61	56
61	176
61	39
61	19
61	172
61	21
61	14
61	52
61	202
61	204
61	69
61	36
61	18
61	51
61	221
61	170
61	212
61	15
61	207
61	216
61	53
61	60
61	50
61	197
61	0
61	171
61	223
61	104
61	65
61	63
61	92
63	105
63	163
63	86
63	14
63	69
63	36
63	51
63	221
63	170
63	212
63	50
63	0
63	171
63	104
63	62
64	163
64	86
64	61
64	14
64	69
64	51
64	221
64	170
64	212
64	60
64	50
64	0
64	171
64	104
64	63
65	163
65	86
65	91
65	172
65	69
65	170
65	80
65	183
65	53
65	76
65	66
65	0
65	104
65	63
66	163
66	201
66	80
66	63
67	163
67	38
67	49
67	52
67	69
67	51
67	50
67	63
68	38
68	163
68	86
68	110
68	52
68	69
68	63
69	163
69	38
69	49
69	52
69	51
69	50
69	70
69	63
71	163
71	38
71	37
71	209
71	49
71	39
71	52
71	69
71	36
71	51
71	170
71	50
71	104
71	63
72	163
72	38
72	86
72	209
72	49
72	110
72	52
72	69
72	51
72	221
72	170
72	53
72	50
72	63
72	149
73	163
73	38
73	74
73	86
73	49
73	172
73	52
73	17
73	51
73	53
73	171
73	63
74	38
74	172
74	69
74	63
75	163
75	38
75	52
75	69
75	63
76	38
76	163
76	86
76	110
76	77
76	52
76	69
76	104
76	63
76	108
77	86
77	110
77	104
77	46
78	163
78	38
78	74
78	86
78	49
78	52
78	17
78	51
78	170
78	53
78	50
78	0
78	63
79	38
79	163
79	86
79	209
79	49
79	110
79	52
79	69
79	51
79	80
79	50
79	63
80	163
80	38
80	86
80	49
80	47
80	52
80	69
80	119
80	44
