name,vector_0,vector_1,vector_2,vector_3,vector_4,vector_5,vector_6,vector_7,vector_8,vector_9,vector_10,vector_11,vector_12,vector_13,vector_14,vector_15,vector_16,vector_17,vector_18,vector_19,vector_20,vector_21,vector_22,vector_23,vector_24,vector_25,vector_26,vector_27,vector_28,vector_29
MemberReference,-0.083911665,-0.09438529,0.28128654,-0.07680273,0.020920275,-0.32819986,-0.26025322,0.17903471,0.2629273,-0.5643066,0.24233682,-0.7652278,-0.08652374,0.14896822,0.038843557,0.00054080953,-0.3110841,0.51494867,0.350833,0.3880061,-0.038460054,-0.32649508,-0.34845334,-0.40681186,0.8444141,-0.12758529,-0.029150348,0.12164242,-0.49046865,0.32569554,
ReferenceType,-0.37739953,0.23335613,0.62189025,-0.09450548,0.8536377,-0.1263706,-0.7234167,0.25524402,-0.2809277,-0.14317542,-0.043417,-0.5153994,-0.3823762,0.42537022,-0.2653464,-0.16283476,0.49035296,0.05890432,0.1621756,0.31507057,-0.34383756,0.11464487,0.24919719,-0.057874467,0.067550935,0.7684939,-0.05336674,0.40704226,-0.40480974,0.47255144,
StatementExpression,-0.40946484,-0.43852314,0.040778223,0.043966845,0.12326409,-0.34387824,-0.060288746,-0.31182,0.11681985,-0.70931965,0.11348278,-0.34359282,-0.337467,-0.03625651,-0.110318705,0.08678341,-0.3924312,0.34465697,0.26207766,0.18465689,-0.24326517,-0.15550005,-0.31262863,-0.50154,0.8743931,-0.17054817,0.20519572,-0.094410114,-0.8724726,0.3328205,
BasicType,0.104073495,0.124813035,0.16561843,-0.22276214,-0.1834351,-0.020682031,-0.15042417,0.3650223,0.33258367,-0.54070514,0.315462,-0.98990154,-0.19384499,0.23264508,0.22998679,-0.21300247,-0.05138139,0.1552116,0.23824933,0.24132302,0.06782579,-0.51863325,-0.14363943,-0.2932056,0.90729624,0.28877726,0.2278555,0.31747177,-0.24677956,0.21166456,
VariableDeclarator,-0.14361878,-0.22433352,0.58259004,-0.023764096,0.19174878,-0.38259578,-0.3124846,-0.1203328,0.23949029,-0.38032806,0.38675612,-0.8238739,-0.3610766,0.26427427,0.18287186,-0.3639849,0.332644,0.2347241,0.69886774,0.23979186,-0.335888,0.07468274,0.24318133,0.09047297,0.61854994,-0.018811472,0.22274424,0.35263276,-0.44602445,0.3741551,
IfStatement,-0.31339663,0.1541399,0.30636412,-0.029135099,0.2142454,-0.52367073,-0.3630785,-0.37519896,0.13332832,-0.6540999,0.27451208,-0.51488405,0.14245532,-0.12565342,0.45718515,-0.07732786,-0.09814433,0.40810066,0.09401043,0.39779142,-0.3062748,-0.4786037,-0.6310806,-0.7684423,0.67607063,-0.13008061,0.3114549,0.0904223,-0.38516045,0.5539913,
BlockStatement,-0.1959609,-0.16823986,0.16851446,-0.042995226,0.18815315,-0.3145288,-0.38150287,-0.4515636,0.20325094,-0.5816572,0.35779822,-0.5933214,-0.35804978,-0.06156132,0.5829934,-0.39034188,-0.08742482,0.1607561,0.56939465,0.5347598,-0.36737397,-0.17319784,-0.4346585,-0.50583106,0.8501183,-0.24393815,0.15820473,0.17726484,-0.73632157,0.58421606,
ReturnStatement,0.03644764,0.21616875,0.060167145,-0.051982064,-0.082403615,-0.34532237,-0.2450795,0.040918086,0.45577905,-0.43394804,0.0005814446,-0.2887524,-0.099071056,-0.14692955,0.033055574,-0.29660058,-0.23834075,0.004733481,0.017950263,0.5910742,0.10627992,-0.0186457,-0.31535286,-1.0026059,0.5057498,0.5511836,0.6159557,0.09699287,-0.21713953,0.36889383,
ForStatement,-0.6492065,-0.07379765,0.7842517,-0.6158052,0.48312587,-0.40030622,0.18757041,-0.30032408,0.40951917,-0.6612127,0.35495082,-1.1695772,0.075071156,0.09657729,0.17892826,-0.35446492,0.024625042,0.19363548,0.70993453,0.33634117,-0.08487696,0.05174169,-0.034249485,-0.26377353,0.6928062,-0.43795693,0.14280754,0.513322,-0.2724848,0.7245515,
ForControl,-0.33894163,0.23490097,0.5214404,-0.11642203,-0.16012539,-0.7057836,-0.34395224,-0.19906378,0.07961365,-1.0118157,0.61274964,-0.6485457,0.051740978,0.37012082,0.27778357,-0.5552609,0.3163991,0.42441353,0.67522514,0.24990429,-0.5301973,-0.26335794,0.30888414,-0.31254676,0.8949538,-0.0022088224,0.09683451,0.48885366,-0.59247553,0.39504203,
